2.500000000000000e+00	9.753709069501049e+00
2.500000000000000e+00	9.583056573607085e+00
2.500000000000000e+00	9.701328444072413e+00
2.500000000000000e+00	9.805010966678093e+00
2.500000000000000e+00	9.607485748287424e+00
2.500000000000000e+00	9.757684961923809e+00
2.500000000000000e+00	9.620051723698355e+00
2.500000000000000e+00	9.641147055961799e+00
2.500000000000000e+00	9.596985217239270e+00
2.500000000000000e+00	9.750725397187351e+00
2.500000000000000e+00	9.631272819277941e+00
2.500000000000000e+00	9.656551032863018e+00
2.500000000000000e+00	9.641025219628517e+00
2.500000000000000e+00	9.626277361272631e+00
2.500000000000000e+00	9.678421617807405e+00
2.500000000000000e+00	9.527648940200034e+00
2.500000000000000e+00	9.641191903395187e+00
2.500000000000000e+00	9.568168236715429e+00
2.500000000000000e+00	9.617048072430194e+00
2.500000000000000e+00	9.598717108027417e+00
2.500000000000000e+00	9.690778289467723e+00
2.500000000000000e+00	9.838621732720817e+00
2.500000000000000e+00	9.674714785532535e+00
2.500000000000000e+00	9.565042176237881e+00
2.500000000000000e+00	9.563115208915571e+00
2.500000000000000e+00	9.796253880448779e+00
2.500000000000000e+00	9.440528731757418e+00
2.500000000000000e+00	9.705614788621251e+00
2.500000000000000e+00	9.460567238048604e+00
2.500000000000000e+00	9.626889047631149e+00
2.500000000000000e+00	9.675360813795518e+00
2.500000000000000e+00	9.770164237128395e+00
2.500000000000000e+00	9.599198905776174e+00
2.500000000000000e+00	9.699535811328921e+00
2.500000000000000e+00	9.566741544782268e+00
2.500000000000000e+00	9.468244223017988e+00
2.500000000000000e+00	9.540565729592068e+00
2.500000000000000e+00	9.540426382780044e+00
2.500000000000000e+00	9.697003508968439e+00
2.500000000000000e+00	9.741168610754052e+00
2.500000000000000e+00	9.626678433473597e+00
2.500000000000000e+00	9.512963333696812e+00
2.500000000000000e+00	9.675217177852332e+00
2.500000000000000e+00	9.525214379706604e+00
2.500000000000000e+00	9.546238690174921e+00
2.500000000000000e+00	9.620043552959459e+00
2.500000000000000e+00	9.651549398058883e+00
2.500000000000000e+00	9.673437837664995e+00
2.500000000000000e+00	9.671530758013450e+00
2.500000000000000e+00	9.699998412643140e+00
2.500000000000000e+00	9.747035812648447e+00
2.500000000000000e+00	9.707163359369432e+00
2.500000000000000e+00	9.681532538376331e+00
2.500000000000000e+00	9.672667696559854e+00
2.500000000000000e+00	9.705088836972200e+00
2.500000000000000e+00	9.787396556791489e+00
