openmp threads = 1
eigen threads = 1
seed = 28233
exact = 7.987447601192592e-01
n = 0, r = 1.06615e-85, dH = 195.656, is_accept = 1
n = 1, r = 0.338831, dH = 1.08225, is_accept = 1
n = 2, r = 0.451278, dH = 0.795671, is_accept = 1
n = 3, r = 0.774198, dH = 0.255928, is_accept = 1
n = 4, r = 0.0104032, dH = 4.56564, is_accept = 1
n = 5, r = 0.756141, dH = 0.279527, is_accept = 1
n = 6, r = 1, dH = -0.338668, is_accept = 1
n = 7, r = 0.00952488, dH = 4.65385, is_accept = 1
n = 8, r = 0.703626, dH = 0.351508, is_accept = 1
n = 9, r = 1, dH = -0.027299, is_accept = 1
n = 10, r = 0.87467, dH = 0.133908, is_accept = 1
n = 11, r = 0.807245, dH = 0.214128, is_accept = 1
n = 12, r = 1, dH = -0.136367, is_accept = 1
n = 13, r = 0.260161, dH = 1.34645, is_accept = 1
n = 14, r = 1, dH = -0.108935, is_accept = 1
n = 15, r = 1, dH = -0.140557, is_accept = 1
n = 16, r = 1, dH = -0.597077, is_accept = 1
n = 17, r = 0.837292, dH = 0.177582, is_accept = 1
n = 18, r = 0.873185, dH = 0.135608, is_accept = 1
n = 19, r = 1, dH = -0.0398678, is_accept = 1
n = 20, r = 1, dH = -0.150152, is_accept = 1
n = 21, r = 0.312353, dH = 1.16362, is_accept = 0
n = 22, r = 0.970727, dH = 0.0297102, is_accept = 1
n = 23, r = 1, dH = -0.419634, is_accept = 1
n = 24, r = 0.98861, dH = 0.0114556, is_accept = 1
n = 25, r = 1, dH = -0.137928, is_accept = 1
n = 26, r = 1, dH = -0.893536, is_accept = 1
n = 27, r = 1, dH = -0.0963525, is_accept = 1
n = 28, r = 0.987224, dH = 0.0128587, is_accept = 1
n = 29, r = 0.478735, dH = 0.736609, is_accept = 1
n = 30, r = 1, dH = -0.522892, is_accept = 1
n = 31, r = 0.740494, dH = 0.300438, is_accept = 0
n = 32, r = 1, dH = -0.353057, is_accept = 1
n = 33, r = 6.51078e-05, dH = 9.63947, is_accept = 0
n = 34, r = 0.680942, dH = 0.384278, is_accept = 1
n = 35, r = 1, dH = -0.510707, is_accept = 1
n = 36, r = 1, dH = -0.517867, is_accept = 1
n = 37, r = 0.399644, dH = 0.917181, is_accept = 1
n = 38, r = 0.00132069, dH = 6.6296, is_accept = 0
n = 39, r = 0.866654, dH = 0.143116, is_accept = 1
n = 40, r = 1, dH = -0.0694019, is_accept = 1
n = 41, r = 0.666912, dH = 0.405097, is_accept = 0
n = 42, r = 0.89798, dH = 0.107608, is_accept = 1
n = 43, r = 0.0113033, dH = 4.48266, is_accept = 0
n = 44, r = 1, dH = -0.13309, is_accept = 1
n = 45, r = 0.785584, dH = 0.241328, is_accept = 0
n = 46, r = 1, dH = -0.208666, is_accept = 1
n = 47, r = 1, dH = -0.270915, is_accept = 1
n = 48, r = 1, dH = -0.338327, is_accept = 1
n = 49, r = 0.92506, dH = 0.0778968, is_accept = 0
n = 50, r = 0.719337, dH = 0.329425, is_accept = 1
n = 51, r = 1, dH = -0.19411, is_accept = 1
n = 52, r = 1, dH = -0.307047, is_accept = 1
n = 53, r = 0.553352, dH = 0.591761, is_accept = 1
n = 54, r = 0.0850695, dH = 2.46429, is_accept = 0
n = 55, r = 0.329805, dH = 1.10925, is_accept = 1
n = 56, r = 0.862886, dH = 0.147473, is_accept = 1
n = 57, r = 1, dH = -0.0115148, is_accept = 1
n = 58, r = 0.919604, dH = 0.0838121, is_accept = 1
n = 59, r = 0.879568, dH = 0.128324, is_accept = 1
n = 60, r = 0.000689958, dH = 7.27888, is_accept = 0
n = 61, r = 0.000468117, dH = 7.66679, is_accept = 0
n = 62, r = 1, dH = -0.143725, is_accept = 1
n = 63, r = 1, dH = -0.00214898, is_accept = 1
n = 64, r = 1, dH = -0.357862, is_accept = 1
n = 65, r = 0.932264, dH = 0.0701391, is_accept = 1
n = 66, r = 1, dH = -0.157446, is_accept = 1
n = 67, r = 0.96329, dH = 0.0374005, is_accept = 1
n = 68, r = 1, dH = -0.0596838, is_accept = 1
n = 69, r = 0.286459, dH = 1.25016, is_accept = 0
n = 70, r = 1, dH = -0.268613, is_accept = 1
n = 71, r = 1, dH = -0.584435, is_accept = 1
n = 72, r = 0.955156, dH = 0.0458807, is_accept = 1
n = 73, r = 1, dH = -0.0409172, is_accept = 1
n = 74, r = 1, dH = -0.183991, is_accept = 1
n = 75, r = 0.967529, dH = 0.0330097, is_accept = 1
n = 76, r = 0.823662, dH = 0.193995, is_accept = 1
n = 77, r = 1, dH = -0.0250333, is_accept = 1
n = 78, r = 0.909917, dH = 0.0944015, is_accept = 1
n = 79, r = 0.928794, dH = 0.0738684, is_accept = 1
n = 80, r = 0.842144, dH = 0.171804, is_accept = 1
n = 81, r = 1, dH = -0.0272159, is_accept = 1
n = 82, r = 1, dH = -0.0555882, is_accept = 1
n = 83, r = 1, dH = -0.129758, is_accept = 1
n = 84, r = 0.384666, dH = 0.955379, is_accept = 0
n = 85, r = 1, dH = -0.355766, is_accept = 1
n = 86, r = 0.991093, dH = 0.00894649, is_accept = 1
n = 87, r = 1, dH = -0.10228, is_accept = 1
n = 88, r = 0.161293, dH = 1.82453, is_accept = 0
n = 89, r = 0.933938, dH = 0.0683456, is_accept = 1
n = 90, r = 0.784882, dH = 0.242221, is_accept = 1
n = 91, r = 0.255183, dH = 1.36577, is_accept = 0
n = 92, r = 1, dH = -0.000630114, is_accept = 1
n = 93, r = 1, dH = -0.197576, is_accept = 1
n = 94, r = 1, dH = -0.121156, is_accept = 1
n = 95, r = 2.33416e-08, dH = 17.573, is_accept = 0
n = 96, r = 0.90435, dH = 0.100538, is_accept = 1
n = 97, r = 1, dH = -0.120913, is_accept = 1
n = 98, r = 0.937317, dH = 0.0647337, is_accept = 1
n = 99, r = 0.358438, dH = 1.026, is_accept = 1
n = 100, r = 1, dH = -0.342637, is_accept = 1
n = 101, r = 0.293252, dH = 1.22672, is_accept = 0
n = 102, r = 0.966584, dH = 0.0339873, is_accept = 1
n = 103, r = 1, dH = -0.169615, is_accept = 1
n = 104, r = 0.583513, dH = 0.538689, is_accept = 0
n = 105, r = 1, dH = -0.0383976, is_accept = 1
n = 106, r = 1, dH = -0.180574, is_accept = 1
n = 107, r = 2.01691e-08, dH = 17.7191, is_accept = 0
n = 108, r = 0.954895, dH = 0.0461537, is_accept = 1
n = 109, r = 0.922678, dH = 0.0804752, is_accept = 1
n = 110, r = 0.83901, dH = 0.175532, is_accept = 0
n = 111, r = 0.817363, dH = 0.201672, is_accept = 1
n = 112, r = 0.822857, dH = 0.194973, is_accept = 1
n = 113, r = 1, dH = -0.740983, is_accept = 1
n = 114, r = 0.68712, dH = 0.375246, is_accept = 0
n = 115, r = 0.862439, dH = 0.147991, is_accept = 1
n = 116, r = 0.141294, dH = 1.95691, is_accept = 0
n = 117, r = 1, dH = -0.435372, is_accept = 1
n = 118, r = 0.25848, dH = 1.35294, is_accept = 0
n = 119, r = 1, dH = -0.119434, is_accept = 1
n = 120, r = 1, dH = -0.223078, is_accept = 1
n = 121, r = 1, dH = -0.0131529, is_accept = 1
n = 122, r = 0.578888, dH = 0.546647, is_accept = 1
n = 123, r = 1, dH = -0.735294, is_accept = 1
n = 124, r = 0.901246, dH = 0.103977, is_accept = 1
n = 125, r = 1, dH = -0.180092, is_accept = 1
n = 126, r = 0.749822, dH = 0.28792, is_accept = 0
n = 127, r = 0.851999, dH = 0.16017, is_accept = 1
n = 128, r = 1, dH = -0.144804, is_accept = 1
n = 129, r = 0.700781, dH = 0.35556, is_accept = 1
n = 130, r = 0.985301, dH = 0.0148086, is_accept = 1
n = 131, r = 0.979896, dH = 0.0203085, is_accept = 1
n = 132, r = 1, dH = -0.130201, is_accept = 1
n = 133, r = 1, dH = -0.0792158, is_accept = 1
n = 134, r = 0.524435, dH = 0.645434, is_accept = 1
n = 135, r = 1, dH = -0.115529, is_accept = 1
n = 136, r = 1, dH = -0.390919, is_accept = 1
n = 137, r = 0.660957, dH = 0.414067, is_accept = 1
n = 138, r = 0.936053, dH = 0.0660832, is_accept = 1
n = 139, r = 0.805844, dH = 0.215865, is_accept = 1
n = 140, r = 1, dH = -0.184028, is_accept = 1
n = 141, r = 0.75065, dH = 0.286816, is_accept = 1
n = 142, r = 1, dH = -0.153476, is_accept = 1
n = 143, r = 0.77218, dH = 0.258537, is_accept = 1
n = 144, r = 1.36397e-07, dH = 15.8077, is_accept = 0
n = 145, r = 1, dH = -0.00991802, is_accept = 1
n = 146, r = 1, dH = -0.0291297, is_accept = 1
n = 147, r = 0.484783, dH = 0.724054, is_accept = 1
n = 148, r = 0.782574, dH = 0.245167, is_accept = 1
n = 149, r = 1, dH = -0.112437, is_accept = 1
n = 150, r = 1, dH = -0.121663, is_accept = 1
n = 151, r = 0.650349, dH = 0.430246, is_accept = 0
n = 152, r = 0.814072, dH = 0.205706, is_accept = 1
n = 153, r = 1, dH = -0.0298446, is_accept = 1
n = 154, r = 0.700796, dH = 0.355539, is_accept = 1
n = 155, r = 1, dH = -0.141918, is_accept = 1
n = 156, r = 0.996132, dH = 0.00387592, is_accept = 1
n = 157, r = 1, dH = -0.188206, is_accept = 1
n = 158, r = 1, dH = -0.950752, is_accept = 1
n = 159, r = 0.921597, dH = 0.0816472, is_accept = 1
n = 160, r = 0.9032, dH = 0.101812, is_accept = 0
n = 161, r = 1, dH = -2.30792, is_accept = 1
n = 162, r = 0.863359, dH = 0.146924, is_accept = 1
n = 163, r = 0.785289, dH = 0.241704, is_accept = 0
n = 164, r = 0.857799, dH = 0.153385, is_accept = 1
n = 165, r = 0.717086, dH = 0.332559, is_accept = 0
n = 166, r = 0.606541, dH = 0.499982, is_accept = 1
n = 167, r = 1, dH = -0.248705, is_accept = 1
n = 168, r = 1, dH = -0.40599, is_accept = 1
n = 169, r = 1, dH = -0.332917, is_accept = 1
n = 170, r = 0.909703, dH = 0.0946376, is_accept = 1
