openmp threads = 1
eigen threads = 1
seed = 31526
exact = 1.225936368059363e+00
n = 0, r = 1.68003e-11, dH = 24.8096, is_accept = 1
n = 1, r = 0.372884, dH = 0.986489, is_accept = 1
n = 2, r = 0.541729, dH = 0.612989, is_accept = 1
n = 3, r = 0.765032, dH = 0.267838, is_accept = 1
n = 4, r = 0.545872, dH = 0.605371, is_accept = 1
n = 5, r = 0.28542, dH = 1.25379, is_accept = 1
n = 6, r = 0.705154, dH = 0.349339, is_accept = 1
n = 7, r = 0.71716, dH = 0.332457, is_accept = 1
n = 8, r = 0.926089, dH = 0.0767848, is_accept = 1
n = 9, r = 0.233138, dH = 1.45612, is_accept = 1
n = 10, r = 0.542087, dH = 0.612328, is_accept = 1
n = 11, r = 0.551617, dH = 0.594902, is_accept = 1
n = 12, r = 0.447212, dH = 0.804722, is_accept = 1
n = 13, r = 0.864486, dH = 0.14562, is_accept = 1
n = 14, r = 0.00709215, dH = 4.94877, is_accept = 1
n = 15, r = 0.935193, dH = 0.0670027, is_accept = 1
n = 16, r = 1, dH = -0.301986, is_accept = 1
n = 17, r = 0.701879, dH = 0.353994, is_accept = 1
n = 18, r = 1, dH = -0.200023, is_accept = 1
n = 19, r = 1, dH = -0.444327, is_accept = 1
n = 20, r = 1, dH = -0.193771, is_accept = 1
n = 21, r = 0.367684, dH = 1.00053, is_accept = 0
n = 22, r = 0.792269, dH = 0.232855, is_accept = 0
n = 23, r = 1, dH = -0.0688906, is_accept = 1
n = 24, r = 1, dH = -0.0700451, is_accept = 1
n = 25, r = 1, dH = -0.0744939, is_accept = 1
n = 26, r = 0.644482, dH = 0.439308, is_accept = 1
n = 27, r = 1, dH = -0.276027, is_accept = 1
n = 28, r = 0.912192, dH = 0.0919043, is_accept = 1
n = 29, r = 0.0640574, dH = 2.74798, is_accept = 1
n = 30, r = 0.779018, dH = 0.249721, is_accept = 0
n = 31, r = 1, dH = -0.126268, is_accept = 1
n = 32, r = 0.723214, dH = 0.324049, is_accept = 0
n = 33, r = 1, dH = -0.171741, is_accept = 1
n = 34, r = 2.54519e-14, dH = 31.302, is_accept = 0
n = 35, r = 0.518862, dH = 0.656118, is_accept = 0
n = 36, r = 0.721705, dH = 0.326139, is_accept = 0
n = 37, r = 1, dH = -0.442547, is_accept = 1
n = 38, r = 1, dH = -0.158857, is_accept = 1
n = 39, r = 1, dH = -0.105765, is_accept = 1
n = 40, r = 1, dH = -0.639977, is_accept = 1
n = 41, r = 0.459901, dH = 0.776745, is_accept = 0
n = 42, r = 0.921035, dH = 0.0822569, is_accept = 1
n = 43, r = 0.871244, dH = 0.137833, is_accept = 1
n = 44, r = 1, dH = -0.0440997, is_accept = 1
n = 45, r = 0.443773, dH = 0.812442, is_accept = 0
n = 46, r = 1, dH = -0.521484, is_accept = 1
n = 47, r = 1, dH = -0.037873, is_accept = 1
n = 48, r = 1, dH = -0.296488, is_accept = 1
n = 49, r = 0.000888227, dH = 7.02628, is_accept = 0
n = 50, r = 0.641677, dH = 0.44367, is_accept = 0
n = 51, r = 0.251655, dH = 1.37969, is_accept = 0
n = 52, r = 0.929655, dH = 0.072942, is_accept = 1
n = 53, r = 0.924056, dH = 0.0789824, is_accept = 1
n = 54, r = 1, dH = -0.0879677, is_accept = 1
n = 55, r = 0.629856, dH = 0.462264, is_accept = 0
n = 56, r = 0.195751, dH = 1.63091, is_accept = 0
n = 57, r = 0.762845, dH = 0.270701, is_accept = 1
n = 58, r = 1, dH = -0.217516, is_accept = 1
n = 59, r = 0.934717, dH = 0.0675118, is_accept = 1
n = 60, r = 1, dH = -0.283276, is_accept = 1
n = 61, r = 0.26933, dH = 1.31182, is_accept = 1
n = 62, r = 0.0632799, dH = 2.76019, is_accept = 1
n = 63, r = 0.451564, dH = 0.795038, is_accept = 1
n = 64, r = 0.950494, dH = 0.0507738, is_accept = 1
n = 65, r = 0.245433, dH = 1.40473, is_accept = 0
n = 66, r = 1, dH = -0.369473, is_accept = 1
n = 67, r = 1, dH = -0.221944, is_accept = 1
n = 68, r = 1, dH = -0.0539363, is_accept = 1
n = 69, r = 0.986712, dH = 0.0133768, is_accept = 1
n = 70, r = 0.849237, dH = 0.163416, is_accept = 1
n = 71, r = 1, dH = -0.160244, is_accept = 1
n = 72, r = 1, dH = -0.258861, is_accept = 1
n = 73, r = 0.967882, dH = 0.0326449, is_accept = 1
n = 74, r = 0.505885, dH = 0.681445, is_accept = 1
n = 75, r = 1, dH = -0.0918063, is_accept = 1
n = 76, r = 1, dH = -0.115744, is_accept = 1
n = 77, r = 1, dH = -0.10822, is_accept = 1
n = 78, r = 0.357757, dH = 1.0279, is_accept = 0
n = 79, r = 0.279888, dH = 1.27337, is_accept = 0
n = 80, r = 0.946368, dH = 0.055124, is_accept = 1
n = 81, r = 1, dH = -0.345161, is_accept = 1
n = 82, r = 1, dH = -0.343943, is_accept = 1
n = 83, r = 0.930237, dH = 0.0723162, is_accept = 1
n = 84, r = 0.951547, dH = 0.0496666, is_accept = 1
n = 85, r = 0.98885, dH = 0.011213, is_accept = 1
n = 86, r = 1, dH = -0.0336772, is_accept = 1
n = 87, r = 1, dH = -0.0622686, is_accept = 1
n = 88, r = 0.743034, dH = 0.297014, is_accept = 1
n = 89, r = 1, dH = -0.641844, is_accept = 1
n = 90, r = 0.696582, dH = 0.361569, is_accept = 1
n = 91, r = 0.877511, dH = 0.130666, is_accept = 1
