openmp threads = 1
eigen threads = 1
seed = 24148
exact = 1.167724785448803e+00
n = 0, r = 1.9701e-16, dH = 36.1633, is_accept = 1
n = 1, r = 0.684544, dH = 0.379002, is_accept = 1
n = 2, r = 1.04805e-05, dH = 11.466, is_accept = 1
n = 3, r = 0.406245, dH = 0.9008, is_accept = 1
n = 4, r = 2.34622e-05, dH = 10.6601, is_accept = 1
n = 5, r = 0.513728, dH = 0.666061, is_accept = 1
n = 6, r = 1, dH = -0.105968, is_accept = 1
n = 7, r = 0.922983, dH = 0.0801445, is_accept = 1
n = 8, r = 0.961276, dH = 0.0394934, is_accept = 1
n = 9, r = 1, dH = -0.0842397, is_accept = 1
n = 10, r = 0.942034, dH = 0.0597142, is_accept = 1
n = 11, r = 0.857939, dH = 0.153222, is_accept = 1
n = 12, r = 1, dH = -0.337628, is_accept = 1
n = 13, r = 0.651637, dH = 0.428268, is_accept = 1
n = 14, r = 0.645402, dH = 0.437882, is_accept = 1
n = 15, r = 0.394649, dH = 0.929759, is_accept = 1
n = 16, r = 1, dH = -0.715164, is_accept = 1
n = 17, r = 0.277474, dH = 1.28203, is_accept = 1
n = 18, r = 0.787059, dH = 0.239452, is_accept = 1
n = 19, r = 1, dH = -0.508799, is_accept = 1
n = 20, r = 0.784679, dH = 0.24248, is_accept = 1
n = 21, r = 1, dH = -0.181322, is_accept = 1
n = 22, r = 0.888596, dH = 0.118113, is_accept = 1
n = 23, r = 0.312914, dH = 1.16183, is_accept = 0
n = 24, r = 0.0013792, dH = 6.58625, is_accept = 0
n = 25, r = 0.947621, dH = 0.0538004, is_accept = 1
n = 26, r = 0.688109, dH = 0.373809, is_accept = 1
n = 27, r = 1, dH = -0.271434, is_accept = 1
n = 28, r = 0.00406386, dH = 5.50562, is_accept = 0
n = 29, r = 1, dH = -0.0819764, is_accept = 1
n = 30, r = 0.918421, dH = 0.0850992, is_accept = 0
n = 31, r = 1, dH = -0.309604, is_accept = 1
n = 32, r = 0.730879, dH = 0.313508, is_accept = 1
n = 33, r = 0.546193, dH = 0.604783, is_accept = 1
n = 34, r = 0.248272, dH = 1.39323, is_accept = 0
n = 35, r = 1, dH = -0.756406, is_accept = 1
n = 36, r = 1, dH = -0.331775, is_accept = 1
n = 37, r = 0.79902, dH = 0.224369, is_accept = 1
n = 38, r = 0.918136, dH = 0.0854098, is_accept = 1
n = 39, r = 0.328879, dH = 1.11207, is_accept = 0
n = 40, r = 0.969896, dH = 0.0305666, is_accept = 1
n = 41, r = 1, dH = -0.0455998, is_accept = 1
n = 42, r = 0.750259, dH = 0.287336, is_accept = 1
n = 43, r = 0.701597, dH = 0.354396, is_accept = 1
n = 44, r = 1, dH = -0.456811, is_accept = 1
n = 45, r = 2.16845e-22, dH = 49.8829, is_accept = 0
n = 46, r = 0.963728, dH = 0.0369459, is_accept = 1
n = 47, r = 0.721689, dH = 0.326161, is_accept = 1
n = 48, r = 1, dH = -0.0301669, is_accept = 1
n = 49, r = 1, dH = -0.246985, is_accept = 1
n = 50, r = 0.727389, dH = 0.318294, is_accept = 0
n = 51, r = 0, dH = 27180.5, is_accept = 0
n = 52, r = 0.947395, dH = 0.0540391, is_accept = 1
n = 53, r = 1, dH = -0.78844, is_accept = 1
n = 54, r = 1, dH = -0.171715, is_accept = 1
n = 55, r = 1, dH = -0.145583, is_accept = 1
n = 56, r = 1, dH = -0.0891568, is_accept = 1
n = 57, r = 1, dH = -0.0221029, is_accept = 1
n = 58, r = 0.96779, dH = 0.0327402, is_accept = 1
n = 59, r = 1, dH = -0.130207, is_accept = 1
n = 60, r = 1, dH = -0.838075, is_accept = 1
n = 61, r = 0.650938, dH = 0.429341, is_accept = 0
n = 62, r = 1, dH = -0.10205, is_accept = 1
n = 63, r = 1, dH = -0.232754, is_accept = 1
n = 64, r = 1, dH = -0.280489, is_accept = 1
n = 65, r = 1.31084e-08, dH = 18.15, is_accept = 0
n = 66, r = 0.915926, dH = 0.0878192, is_accept = 1
n = 67, r = 0.7168, dH = 0.332959, is_accept = 1
n = 68, r = 1, dH = -0.63387, is_accept = 1
n = 69, r = 1, dH = -0.130754, is_accept = 1
n = 70, r = 1, dH = -0.108867, is_accept = 1
n = 71, r = 0.923688, dH = 0.0793812, is_accept = 0
n = 72, r = 0.476048, dH = 0.742237, is_accept = 1
n = 73, r = 1, dH = -1.06318, is_accept = 1
n = 74, r = 0.993311, dH = 0.0067114, is_accept = 1
n = 75, r = 1, dH = -0.102407, is_accept = 1
n = 76, r = 0.670492, dH = 0.399743, is_accept = 0
n = 77, r = 1, dH = -0.0803129, is_accept = 1
n = 78, r = 0.80603, dH = 0.215634, is_accept = 1
n = 79, r = 1, dH = -0.172464, is_accept = 1
n = 80, r = 0.821155, dH = 0.197044, is_accept = 1
n = 81, r = 1, dH = -0.174311, is_accept = 1
n = 82, r = 3.81584e-06, dH = 12.4764, is_accept = 0
n = 83, r = 1, dH = -0.115897, is_accept = 1
n = 84, r = 1, dH = -0.0214955, is_accept = 1
n = 85, r = 0.856475, dH = 0.15493, is_accept = 1
n = 86, r = 0.905182, dH = 0.0996189, is_accept = 0
n = 87, r = 1, dH = -0.0924463, is_accept = 1
n = 88, r = 0.787555, dH = 0.238823, is_accept = 1
n = 89, r = 0.547808, dH = 0.601831, is_accept = 1
n = 90, r = 0.844773, dH = 0.168687, is_accept = 1
n = 91, r = 0.934833, dH = 0.0673876, is_accept = 1
n = 92, r = 0.749305, dH = 0.288609, is_accept = 1
n = 93, r = 1, dH = -0.00174043, is_accept = 1
n = 94, r = 1, dH = -0.16245, is_accept = 1
n = 95, r = 0.964009, dH = 0.0366541, is_accept = 1
n = 96, r = 0.897198, dH = 0.108479, is_accept = 1
n = 97, r = 0.648037, dH = 0.433807, is_accept = 1
n = 98, r = 0.956627, dH = 0.0443417, is_accept = 1
n = 99, r = 0.90826, dH = 0.0962245, is_accept = 1
n = 100, r = 1, dH = -0.441267, is_accept = 1
n = 101, r = 0.920993, dH = 0.0823028, is_accept = 1
n = 102, r = 1, dH = -0.101785, is_accept = 1
n = 103, r = 1, dH = -0.148203, is_accept = 1
n = 104, r = 0.7662, dH = 0.266312, is_accept = 0
n = 105, r = 1, dH = -0.0326335, is_accept = 1
n = 106, r = 0.731257, dH = 0.31299, is_accept = 1
n = 107, r = 0.792292, dH = 0.232825, is_accept = 1
n = 108, r = 0.516322, dH = 0.661025, is_accept = 0
n = 109, r = 1, dH = -0.190454, is_accept = 1
n = 110, r = 1, dH = -0.213128, is_accept = 1
n = 111, r = 1, dH = -0.209649, is_accept = 1
n = 112, r = 0.952117, dH = 0.0490676, is_accept = 1
n = 113, r = 0.00659036, dH = 5.02215, is_accept = 0
n = 114, r = 0.728194, dH = 0.317187, is_accept = 1
n = 115, r = 1, dH = -0.155941, is_accept = 1
n = 116, r = 0.962945, dH = 0.0377587, is_accept = 1
n = 117, r = 1, dH = -0.0672716, is_accept = 1
n = 118, r = 1, dH = -0.0398181, is_accept = 1
n = 119, r = 0.2945, dH = 1.22248, is_accept = 0
n = 120, r = 1, dH = -0.465481, is_accept = 1
n = 121, r = 1, dH = -0.149068, is_accept = 1
n = 122, r = 0.525852, dH = 0.642735, is_accept = 0
n = 123, r = 0.507859, dH = 0.677552, is_accept = 0
n = 124, r = 0.835743, dH = 0.179434, is_accept = 1
n = 125, r = 1, dH = -0.102328, is_accept = 1
n = 126, r = 0.140671, dH = 1.96133, is_accept = 1
n = 127, r = 1, dH = -0.297028, is_accept = 1
n = 128, r = 1, dH = -0.311747, is_accept = 1
n = 129, r = 1, dH = -2.08605, is_accept = 1
n = 130, r = 1, dH = -0.0413867, is_accept = 1
n = 131, r = 1, dH = -0.181097, is_accept = 1
n = 132, r = 1, dH = -0.0667041, is_accept = 1
n = 133, r = 1, dH = -0.0488192, is_accept = 1
n = 134, r = 0.809294, dH = 0.211594, is_accept = 1
n = 135, r = 0.86212, dH = 0.14836, is_accept = 1
n = 136, r = 1, dH = -0.0542035, is_accept = 1
n = 137, r = 5.32977e-38, dH = 85.8249, is_accept = 0
n = 138, r = 0.786807, dH = 0.239772, is_accept = 1
n = 139, r = 0.771742, dH = 0.259105, is_accept = 1
n = 140, r = 0.068976, dH = 2.674, is_accept = 0
n = 141, r = 1, dH = -0.409896, is_accept = 1
n = 142, r = 0.456456, dH = 0.784263, is_accept = 1
n = 143, r = 1, dH = -0.7385, is_accept = 1
n = 144, r = 1, dH = -0.0755531, is_accept = 1
n = 145, r = 0.946412, dH = 0.0550769, is_accept = 1
n = 146, r = 0.969004, dH = 0.0314865, is_accept = 1
